Recordnaam	Recordcode	Volgnummer	Naam gegevenselement	Type	Lengte	Patroon	Eindpositie	Verplichting	Sleutel	Code gegeven	Organisatiecode	Objectcode	Objectnaam	Beschrijving functie	Toelichting	Codering bovengeschikt	Naam codering bovengeschikt	Organisatienaam	Status	Beschrijving codering algemeen	Toelichting codering algemeen	Beschrijving codering berichtspecifiek	Naam codelijst	Code codelijst	Voorbeeld vulling	Constraints/condities
TIJDSBESTEDINGRECORD	17	1706	AANDUIDING PRESTATIECODELIJST (01)	N	3		45	M	L	COD692	VEKT	PRES	PRESTATIE	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.		COD367	TOEGEPASTE PRESTATIECODELIJST	VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via https://tog.vektis.nl.			TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		Waarde dient gelijk te zijn aan die in de Aanduiding prestatiecodelijst (01) in het bovenliggende prestatierecord.
TIJDSBESTEDINGRECORD	17	1707	PRESTATIECODE/DBC DECLARATIECODE	AN	6		51	M	L	COD695	VEK1	PRES	PRESTATIE	Code die de prestatie (zorg/product/middel) van een zorgverlener/instelling identificeert.	In een ander gegevenselement wordt aangegeven welke codelijst in dit gegevenselement toegepast wordt.			VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING							Waarde dient gelijk te zijn aan die in de Prestatiecode/DBC declaratiecode in het bovenliggende prestatierecord.
TIJDSBESTEDINGRECORD	17	1708	BEGINDATUM PRESTATIE	N	8	EEJJMMDD	59	M	L	DAT001	NEN	PRES	PRESTATIE	Datum waarop de prestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in de Begindatum prestatie in het bovenliggende prestatierecord.
TIJDSBESTEDINGRECORD	17	1709	PRESTATIEVOLGNUMMER ALGEMEEN	N	2		61	M	L	NUM395	VEK1	PRES	PRESTATIE	Nummer dat prestaties met gelijke identificatie uniek maakt per declaratiebestand.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	Het nummer behoeft niet met '01' te beginnen en/of oplopend te zijn.						Waarde dient gelijk te zijn aan die in het Prestatievolgnummer in het bovenliggende prestatierecord.
TIJDSBESTEDINGRECORD	17	1710	SOORT BEHANDELAAR	N	2		63	M		COD879	VEKT	PRES	PRESTATIE	Soort behandelaar geeft aan welke rol de behandelaar vervult in het behandeltraject van de patiënt.				VEKTIS CV	AANBEVELING VEKTIS				SOORT BEHANDELAAR	COD879-VEKT		Conditie: vullen met '01' Hoofdbehandelaar of '02' Medebehandelaar.
TIJDSBESTEDINGRECORD	17	1711	ZORGVERLENERSCODE HOOFDBEHANDELAAR	N	8	NNNNNNNN	71	C	L	COD877	VEKT	PRES	PRESTATIE	De identificatiecode van de zorgverlener (natuurlijk persoon of instelling) die hoofdbehandelaar is.		COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie https://agb.vektis.nl.					Conditie: verplicht vullen bij Soort behandelaar is Hoofdbehandelaar, anders niet vullen.
TIJDSBESTEDINGRECORD	17	1712	BEROEP MEDEBEHANDELAAR	N	4		75	C	L	COD880	DBCO	PRES	PRESTATIE	Nadere verbijzondering van de zorgverlener per GGZ Beroepsgroep. Nadere identificatie van de categorie waartoe een medebehandelaar behoort.		COD878	BEROEP ZORGVERLENER DBC ONDERHOUD	DBC-ONDERHOUD	AANBEVELING VEKTIS	De GGZ Beroepsgroepen zijn opgenomen, deze zijn geregistreerd in DBC-onderhoud en de NZa beleidsregels.			BEROEP ZORGVERLENER DBC ONDERHOUD	COD878-DBCO		Conditie: verplicht vullen bij Soort behandelaar is Medebehandelaar, anders niet vullen.
TIJDSBESTEDINGRECORD	17	1713	BEGINDATUM TIJDSBESTEDING	N	8	EEJJMMDD	83	M		DAT317	NEN	TIJD	TIJDSBESTEDING	Datum waarop de tijdbesteding heeft plaatsgevonden. Als de bestede tijd betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Waarde is groter of gelijk aan 'Begindatum deelprestatie'.
TIJDSBESTEDINGRECORD	17	1714	EINDDATUM TIJDSBESTEDING	N	8	EEJJMMDD	91	M		DAT318	NEN	TIJD	TIJDSBESTEDING	Datum waarop de tijdbesteding is beëindigd.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Waarde kan gelijk zijn aan 'Begindatum tijdbesteding' en is kleiner dan of gelijk aan 'Einddatum deelprestatie'.
TIJDSBESTEDINGRECORD	17	1715	TIJDSEENHEID TIJDSBESTEDING	N	2		93	M		COD881	VEKT	TIJD	TIJDSBESTEDING	De tijdsduur waarin de behandeling/activiteit wordt uitgedrukt.		COD218	TIJDSEENHEID BEHANDELING	VEKTIS CV	AANBEVELING VEKTIS				TIJDSEENHEID BEHANDELING	COD218-VEKT		01 (= minuut) vullen.
TIJDSBESTEDINGRECORD	17	1716	AANTAL TIJDSEENHEDEN DIRECT	N	6		99	C		ANT302	VEKT	TIJD	TIJDSBESTEDING	Feitelijk bestede patiëntgebonden directe tijd uitgedrukt in het aantal tijdseenheden.				VEKTIS CV	AANBEVELING VEKTIS							Conditie: een van beide, aantal tijdseenheden direct of aantal tijdseenheden indirecte, moet gevuld zijn.
TIJDSBESTEDINGRECORD	17	1717	AANTAL TIJDSEENHEDEN INDIRECT	N	6		105	C		ANT303	VEKT	TIJD	TIJDSBESTEDING	Feitelijk bestede patiëntgebonden indirecte tijd uitgedrukt in het aantal tijdseenheden.				VEKTIS CV	AANBEVELING VEKTIS							Conditie: een van beide, aantal tijdseenheden direct of aantal tijdseenheden indirecte, moet gevuld zijn.
TIJDSBESTEDINGRECORD	17	1718	INDICATIE DEBET/CREDIT	AN	1		106	M		COD043	VEKT	PRES	PRESTATIE	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.				VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).			D/C	COD043-VEKT		De defaultwaarde is 'D' (debet record). In het geval van een credit record 'C' invullen.
TIJDSBESTEDINGRECORD	17	1719	REFERENTIENUMMER DIT TIJDSBESTEDINGRECORD	AN	20		126	M		NUM417	VEKT	TIJD	TIJDSBESTEDING	Uniek referentienummer die de zorgverlener heeft toegekend aan dit tijdsbestedingrecord.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Zie invulinstructie.
TIJDSBESTEDINGRECORD	17	1720	REFERENTIENUMMER VOORGAANDE GERELATEERDE TIJDSBESTEDINGRECORD	AN	20		146	C		NUM418	VEKT	TIJD	TIJDSBESTEDING	Uniek referentienummer die de zorgverlener heeft toegekend aan een voorgaand tijdsbestedingrecord.				VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Conditie: invullen verplicht als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
TIJDSBESTEDINGRECORD	17	1780	RESERVE	AN	164		310	S		TEC007	164	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
COMMENTAARRECORD	98	9801	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Commentaarrecord is recordtype 98.				Waarde '98' vullen.
COMMENTAARRECORD	98	9802	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord (niet relevant Q'stnd). Detailrecords in retourbericht 'erven' volgnr. heenbericht.					
COMMENTAARRECORD	98	9803	REGELNUMMER VRIJE TEKST	N	4		18	M	T	NUM109	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Uniek aanduiding van een regel vrije tekst.	Binnen elke reeks bij elkaar horende regels vrije tekst begint de nummering met '0001' en wordt voor volgende regels steeds met 1 verhoogd. Mogelijkheden tot maximaal '9999'.			VEKTIS CV	AANBEVELING VEKTIS	Met behulp van het regelnummer kunnen per detailrecord A of B meerdere commentaarregels (commentaarrecords) worden opgenomen.						
COMMENTAARRECORD	98	9804	VRIJE TEKST	AN	140		158	M		OMS016	140	PRES	PRESTATIE	Vrije tekst (bijvoorbeeld een toelichting) in een bericht.					SITUATIE AFHANKELIJKE AANBEVELING							
COMMENTAARRECORD	98	9880	RESERVE	AN	152		310	S		TEC007	152	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
SLUITRECORD	99	9901	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Sluitrecord is recordtype 99.				Waarde '99' vullen.
SLUITRECORD	99	9902	AANTAL VERZEKERDENRECORDS	N	6		8	M		ANT085	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande verzekerdenrecords.				VEKTIS CV	AANBEVELING VEKTIS			Het betreft het totaal aantal verzekerderecords in het bestand.				
SLUITRECORD	99	9903	AANTAL DEBITEURRECORDS	N	6		14	C		ANT086	VEK1	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande debiteurrecords.				VEKTIS CV	AANBEVELING VEKTIS			Het betreft het totaal aantal debiteurrecords in het bestand.				Indien het bericht naar de zorgverzekeraar gaat, bevat het bestand 0 debiteurrecords. In geval geen debiteurrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9904	AANTAL PRESTATIERECORDS	N	6		20	M		ANT087	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal voorafgaande prestatierecords.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Het betreft het totaal aantal prestatierecords in het bestand.				
SLUITRECORD	99	9905	AANTAL TARIEFRECORDS	N	6		26	M		ANT002	VEK1	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal tariefrecords behorend bij het betreffende factuurnummer.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Het betreft het totaal aantal prestatierecords in het bestand.				
SLUITRECORD	99	9906	AANTAL ZORGACTIVITEITRECORDS	N	6		32	C		ANT300	VEK1	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal zorgactiviteitrecords behorend bij het betreffende factuurnummer.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING							In geval geen zorgactiviteitrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9907	AANTAL TIJDSBESTEDINGRECORDS	N	6		38	C		ANT306	VEK1	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het aantal tijdsbestedingrecords behorend bij het betreffende factuurnummer.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING							In geval geen tijdsbestedingrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9908	AANTAL COMMENTAARRECORDS	N	6		44	C		ANT089	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het totaal aantal voorafgaande commentaarrecords.				VEKTIS CV	AANBEVELING VEKTIS							In geval geen commentaarrecords aanwezig zijn, dan '000000' vullen.
SLUITRECORD	99	9909	TOTAAL AANTAL DETAILRECORDS	N	7		51	M		ANT265	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Het totaal aantal voorafgaande detailrecords.				VEKTIS CV	AANBEVELING VEKTIS							
SLUITRECORD	99	9910	TOTAAL DECLARATIEBEDRAG	N	11		62	C		BED025	VEK1	BERI	BERICHTINFORMATIE ALGEMEEN	Som van de te declareren bedragen.				VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 euro.						"Verplicht vullen; veld kan nullen bevatten als resultante van debet- en creditbedragen nul is."
SLUITRECORD	99	9911	INDICATIE DEBET/CREDIT	AN	1		63	M		COD043	VEKT	BERI	BERICHTINFORMATIE ALGEMEEN	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.				VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
SLUITRECORD	99	9980	RESERVE	AN	247		310	S		TEC007	247	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
